age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,blue-collar,married,primary,yes,-159,no,no,unknown,5,jun,389,2,52,0,unknown,yes
42,blue-collar,single,primary,no,113,yes,no,unknown,18,feb,1,1,-1,0,unknown,no
57,technician,married,tertiary,no,339,no,no,cellular,9,jun,360,1,-1,0,unknown,yes
43,blue-collar,single,secondary,no,191,yes,no,cellular,16,oct,289,2,-1,0,unknown,no
20,management,divorced,tertiary,no,-108,yes,no,unknown,22,jan,484,6,-1,0,unknown,no
34,blue-collar,single,tertiary,no,461,yes,no,cellular,6,jul,103,2,-1,0,unknown,no
27,admin.,married,unknown,no,100,yes,no,cellular,6,jun,123,2,5,0,unknown,no
44,technician,divorced,tertiary,no,1169,no,no,unknown,10,nov,312,4,-1,3,unknown,no
29,services,married,tertiary,no,-402,no,no,cellular,4,jun,1,4,1,0,unknown,yes
22,admin.,married,secondary,no,7932,yes,no,cellular,30,aug,1,1,111,0,unknown,no
45,management,married,secondary,no,-179,no,no,cellular,12,aug,119,1,-1,0,unknown,no
23,technician,married,secondary,no,-299,no,yes,cellular,1,apr,339,2,-1,1,unknown,no
18,services,married,primary,no,383,no,no,unknown,26,feb,132,1,428,1,other,no
44,blue-collar,single,tertiary,no,5450,no,no,unknown,9,nov,1,2,-1,0,unknown,yes
18,blue-collar,married,secondary,no,2017,yes,no,unknown,17,may,1,2,-1,0,unknown,no
42,services,married,unknown,no,266,no,no,cellular,21,apr,11,1,-1,0,unknown,yes
52,entrepreneur,married,primary,no,2243,no,no,cellular,14,feb,187,4,-1,0,unknown,no
44,student,married,secondary,no,290,no,no,cellular,1,may,85,2,1,0,unknown,no
29,unemployed,married,tertiary,no,-171,yes,no,unknown,18,jun,138,3,0,0,unknown,no
51,management,divorced,primary,no,2278,yes,yes,unknown,3,jun,1,1,-1,0,unknown,no
31,management,married,secondary,no,325,yes,no,unknown,9,oct,1,1,4,0,unknown,no
46,services,married,tertiary,no,17095,no,no,cellular,14,jan,267,1,-1,0,unknown,no
20,technician,divorced,primary,no,-250,no,no,cellular,13,nov,33,2,38,0,failure,no
46,retired,married,secondary,no,-500,no,no,cellular,11,feb,1,2,-1,3,unknown,no
43,technician,single,primary,no,2775,yes,yes,cellular,15,may,15,2,-1,0,unknown,no
39,technician,married,secondary,no,-1050,no,no,unknown,19,may,1,2,-1,0,failure,no
57,services,married,tertiary,no,-386,no,no,cellular,2,may,54,1,-1,1,failure,no
41,blue-collar,married,secondary,no,262,yes,no,unknown,4,may,299,1,-1,0,unknown,no
53,services,single,tertiary,no,13543,yes,no,cellular,16,apr,60,1,228,1,unknown,no
21,management,married,primary,no,-242,yes,no,cellular,9,sep,47,3,3,0,unknown,no
32,retired,married,tertiary,no,-360,yes,no,unknown,9,aug,107,2,-1,1,unknown,no
21,self-employed,single,secondary,no,1645,yes,no,unknown,13,apr,1,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,14824,yes,yes,cellular,8,nov,181,2,-1,0,unknown,no
46,management,divorced,secondary,no,1121,yes,no,cellular,18,may,119,1,5,0,unknown,no
45,management,married,tertiary,no,465,yes,no,cellular,16,may,1,2,-1,0,unknown,yes
22,admin.,single,primary,no,-354,yes,no,unknown,8,apr,63,1,-1,0,unknown,no
46,unknown,divorced,secondary,no,-469,yes,no,unknown,5,jul,192,1,-1,0,unknown,yes
22,blue-collar,single,secondary,no,3359,yes,no,cellular,15,jul,57,2,-1,0,unknown,no
54,blue-collar,married,secondary,no,-146,yes,yes,cellular,14,may,123,3,-1,0,unknown,yes
54,technician,married,tertiary,no,5114,yes,yes,cellular,15,jun,99,3,-1,0,unknown,no
57,unemployed,married,tertiary,no,-1050,no,no,telephone,13,may,423,1,-1,0,unknown,no
26,student,single,unknown,no,-445,no,no,cellular,22,jun,157,5,-1,0,unknown,no
67,admin.,married,tertiary,no,-187,no,no,cellular,10,aug,199,5,-1,0,other,yes
47,entrepreneur,married,tertiary,no,-1050,yes,no,cellular,19,oct,53,1,-1,1,unknown,no
23,management,married,tertiary,no,-671,yes,no,cellular,25,may,1,1,-1,0,unknown,no
55,management,married,secondary,no,244,no,no,cellular,7,feb,1,2,0,0,unknown,no
59,technician,married,secondary,no,-202,no,no,cellular,17,jul,1,1,3,0,unknown,no
56,retired,married,secondary,no,-256,yes,no,cellular,12,jun,309,6,-1,0,success,yes
51,unemployed,married,tertiary,no,14035,yes,no,cellular,13,nov,109,3,0,0,unknown,no
24,blue-collar,divorced,tertiary,no,200,no,no,cellular,20,nov,85,2,7,1,unknown,no
26,blue-collar,single,secondary,no,-1050,yes,no,cellular,3,jan,69,1,0,0,failure,no
47,technician,married,tertiary,no,-123,yes,no,cellular,22,jan,251,2,0,0,unknown,no
46,blue-collar,single,tertiary,no,4114,no,no,unknown,6,apr,1,2,1,0,failure,no
23,self-employed,married,tertiary,no,-253,yes,no,cellular,21,oct,432,2,-1,1,unknown,yes
42,management,single,secondary,no,88,yes,no,cellular,3,may,1,2,2,0,unknown,no
53,technician,married,secondary,no,7928,no,no,cellular,3,nov,173,1,-1,0,success,yes
49,blue-collar,single,tertiary,no,377,yes,no,unknown,21,may,127,5,-1,0,unknown,no
21,management,married,tertiary,no,3564,yes,no,cellular,16,oct,1,1,-1,0,unknown,no
31,admin.,married,secondary,no,159,yes,no,unknown,26,apr,145,1,0,0,unknown,yes
18,management,married,primary,no,7877,yes,no,cellular,24,oct,1,5,-1,0,unknown,no
20,entrepreneur,married,secondary,no,-481,yes,no,cellular,2,feb,48,1,0,0,unknown,yes
43,housemaid,married,tertiary,no,-162,no,no,unknown,13,may,89,5,0,3,unknown,no
34,housemaid,married,tertiary,no,106,yes,no,cellular,25,jun,104,2,5,0,unknown,no
56,unemployed,single,secondary,yes,1678,yes,no,unknown,9,jan,36,1,-1,0,unknown,yes
37,blue-collar,married,tertiary,no,-178,yes,no,cellular,17,nov,47,1,-1,0,unknown,yes
32,blue-collar,married,primary,no,108,yes,no,unknown,17,jul,437,5,-1,6,other,yes
40,management,married,tertiary,no,-444,no,no,cellular,14,may,798,3,-1,0,unknown,no
40,admin.,single,tertiary,no,401,no,no,cellular,1,jul,7,1,-1,0,unknown,no
48,housemaid,married,tertiary,no,769,yes,yes,cellular,6,nov,203,2,-1,0,unknown,no
49,management,married,primary,no,1327,no,no,unknown,13,jul,51,2,-1,0,other,no
18,services,married,primary,no,-625,yes,no,cellular,16,may,1,2,-1,0,unknown,no
49,blue-collar,married,primary,no,292,no,no,unknown,15,jul,214,1,-1,0,other,no
19,management,divorced,tertiary,no,-300,no,no,cellular,17,nov,1,2,-1,0,failure,no
39,blue-collar,married,secondary,no,-111,yes,no,cellular,25,apr,194,2,-1,0,unknown,no
40,blue-collar,single,tertiary,no,203,yes,no,cellular,14,jul,179,1,-1,0,unknown,yes
43,unknown,married,secondary,no,557,yes,yes,cellular,20,jun,31,2,4,0,unknown,no
26,housemaid,married,secondary,no,-56,yes,no,unknown,8,jun,54,1,-1,0,unknown,no
43,management,single,unknown,no,545,no,no,cellular,22,aug,133,2,0,0,unknown,no
40,services,divorced,secondary,no,335,no,no,cellular,13,apr,175,4,131,0,unknown,no
44,management,single,tertiary,no,150,yes,no,cellular,14,aug,551,2,-1,1,unknown,no
53,admin.,single,primary,no,-372,no,no,cellular,13,aug,259,1,4,0,unknown,no
34,management,married,secondary,no,-195,no,no,unknown,1,jun,196,2,-1,0,failure,yes
43,management,married,primary,no,1548,no,yes,cellular,8,jun,241,1,276,0,success,yes
30,management,married,primary,no,-255,yes,no,unknown,6,apr,128,4,-1,1,unknown,no
42,technician,married,tertiary,no,-1025,yes,no,cellular,4,jun,40,2,-1,0,unknown,no
39,admin.,married,secondary,no,171,yes,no,cellular,14,aug,297,5,1,0,unknown,yes
47,blue-collar,divorced,primary,no,-977,yes,no,cellular,14,aug,238,2,-1,0,unknown,no
46,unknown,divorced,secondary,no,529,yes,no,cellular,21,jun,115,2,125,0,unknown,no
22,housemaid,married,secondary,no,14,yes,no,cellular,14,nov,98,2,1,1,failure,no
44,blue-collar,married,unknown,no,5832,yes,no,telephone,26,jul,619,3,-1,0,unknown,no
53,retired,married,secondary,no,12191,yes,no,unknown,15,jul,11,2,-1,0,unknown,yes
20,management,married,secondary,no,4368,yes,no,cellular,5,aug,184,1,3,0,unknown,no
39,blue-collar,single,primary,no,441,no,no,cellular,1,apr,47,1,-1,0,unknown,no
46,blue-collar,single,primary,no,-505,yes,no,cellular,16,nov,578,2,-1,0,other,no
40,entrepreneur,married,tertiary,no,116,yes,yes,cellular,20,feb,4,1,2,0,unknown,no
58,admin.,single,tertiary,yes,4210,yes,yes,cellular,7,jul,1,3,-1,0,failure,no
50,technician,married,primary,no,10589,no,no,cellular,30,jul,532,1,-1,3,failure,no
33,blue-collar,married,tertiary,yes,-136,yes,yes,cellular,15,aug,439,2,-1,2,unknown,yes
39,management,divorced,tertiary,no,-1050,yes,yes,telephone,30,aug,1,3,-1,0,unknown,no
43,retired,married,secondary,no,23415,no,no,cellular,27,jan,43,3,-1,0,failure,no
46,technician,married,unknown,no,-399,yes,no,unknown,13,mar,1,5,30,0,unknown,no
45,blue-collar,married,primary,no,330,no,yes,cellular,4,feb,90,8,-1,0,unknown,yes
18,technician,divorced,primary,no,446,yes,no,cellular,11,feb,92,2,-1,0,unknown,no
58,housemaid,married,secondary,no,-308,no,no,unknown,7,nov,218,4,-1,1,unknown,no
44,technician,married,tertiary,no,-431,no,yes,unknown,18,may,193,2,-1,0,unknown,no
30,technician,divorced,secondary,no,528,yes,no,unknown,14,jun,2,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,283,yes,no,unknown,16,may,1,1,-1,0,unknown,no
37,technician,married,tertiary,no,-392,no,no,cellular,14,may,1,5,2,0,failure,no
43,management,married,tertiary,no,-558,yes,yes,unknown,14,nov,49,3,-1,0,unknown,no
22,management,married,tertiary,no,-631,yes,yes,cellular,13,jul,51,1,-1,0,unknown,no
33,retired,single,tertiary,no,48,yes,no,cellular,4,jun,283,2,1,0,failure,no
40,management,married,tertiary,no,207,yes,no,cellular,24,feb,692,5,0,0,success,no
29,blue-collar,divorced,tertiary,no,-460,no,yes,cellular,4,apr,110,3,-1,0,failure,no
40,technician,married,unknown,no,-484,no,no,unknown,4,nov,272,1,284,1,unknown,no
43,admin.,divorced,primary,no,795,yes,no,unknown,5,apr,336,2,71,0,failure,no
56,management,married,primary,no,11504,no,no,cellular,17,jul,173,2,-1,0,unknown,no
64,blue-collar,single,tertiary,no,-616,yes,no,telephone,4,may,34,2,-1,0,unknown,no
21,management,single,tertiary,no,2374,yes,no,cellular,4,feb,126,2,-1,0,failure,no
45,blue-collar,married,tertiary,no,-370,yes,no,cellular,6,may,98,2,-1,0,unknown,no
39,technician,divorced,tertiary,no,-441,yes,yes,cellular,1,jan,246,2,-1,0,success,no
49,retired,divorced,tertiary,no,-594,yes,no,cellular,8,apr,83,2,-1,0,unknown,no
46,technician,married,secondary,no,-1050,yes,no,cellular,25,may,106,2,-1,0,unknown,no
31,management,married,secondary,no,-1050,no,no,cellular,1,aug,423,2,1,0,unknown,no
41,management,divorced,secondary,no,5741,yes,no,unknown,20,jul,259,1,-1,0,unknown,no
47,services,divorced,secondary,no,438,no,no,cellular,21,may,1,1,2,0,unknown,no
39,blue-collar,married,tertiary,no,-10,yes,no,cellular,15,aug,147,1,-1,0,unknown,no
25,retired,married,secondary,no,10031,yes,no,unknown,14,feb,170,2,-1,2,unknown,no
23,admin.,married,tertiary,no,646,yes,yes,unknown,14,may,1,2,146,0,unknown,no
56,management,married,secondary,no,214,no,no,cellular,5,aug,1,2,-1,0,unknown,no
28,services,married,primary,no,629,yes,no,cellular,9,jul,137,1,2,3,failure,no
21,blue-collar,married,tertiary,no,5169,no,no,unknown,4,jul,67,2,2,0,unknown,no
26,admin.,married,tertiary,no,51,yes,no,cellular,4,aug,264,2,1,0,failure,no
28,student,married,tertiary,no,-382,yes,yes,cellular,8,nov,346,2,-1,0,unknown,no
23,self-employed,married,primary,no,458,yes,no,cellular,24,jun,27,2,-1,0,failure,yes
63,management,married,tertiary,no,-441,no,no,cellular,9,aug,508,2,-1,0,unknown,no
32,technician,married,secondary,no,268,yes,no,cellular,23,may,1,1,-1,0,success,yes
20,technician,married,tertiary,no,1732,yes,no,cellular,6,jul,71,4,3,0,unknown,no
53,technician,married,primary,no,-37,yes,yes,unknown,8,may,55,2,-1,0,unknown,no
45,admin.,married,secondary,no,201,yes,no,cellular,12,apr,158,2,-1,0,failure,no
55,admin.,single,secondary,yes,-706,no,no,cellular,7,may,506,1,-1,0,unknown,no
28,self-employed,single,secondary,no,-1050,yes,no,cellular,12,jul,41,1,-1,0,failure,no
44,retired,single,tertiary,no,495,yes,no,unknown,10,sep,1,1,-1,0,unknown,no
30,blue-collar,single,unknown,no,7951,no,yes,cellular,5,aug,1,2,-1,1,unknown,no
50,admin.,single,unknown,no,5681,yes,no,cellular,14,may,257,1,-1,0,unknown,yes
47,technician,single,secondary,no,565,yes,no,unknown,13,nov,1,2,-1,1,unknown,yes
28,admin.,married,unknown,no,11980,no,no,cellular,21,jun,20,4,-1,0,unknown,no
27,admin.,married,secondary,no,-426,no,no,cellular,16,dec,70,2,304,0,unknown,no
20,technician,married,secondary,no,4819,yes,no,unknown,6,apr,147,1,1,4,unknown,yes
39,unemployed,single,secondary,no,1133,no,no,unknown,1,jul,209,1,-1,0,unknown,yes
46,blue-collar,married,tertiary,no,1160,yes,no,telephone,13,may,218,1,6,0,unknown,no
56,management,divorced,primary,no,-1050,yes,no,cellular,26,jun,56,4,-1,0,unknown,yes
46,unknown,single,secondary,no,-291,no,no,cellular,24,may,1,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,219,yes,no,unknown,11,may,323,2,-1,0,unknown,no
40,admin.,single,tertiary,no,-191,yes,no,cellular,15,may,1,4,-1,0,unknown,no
28,management,married,primary,no,-427,yes,no,cellular,23,may,194,2,-1,0,unknown,no
46,blue-collar,married,primary,no,938,yes,no,unknown,1,apr,124,1,-1,0,unknown,yes
32,housemaid,divorced,primary,no,707,no,yes,telephone,14,feb,217,2,-1,1,unknown,no
57,unknown,divorced,unknown,no,-50,yes,no,cellular,4,may,253,2,-1,0,unknown,no
43,admin.,single,unknown,yes,-584,yes,no,cellular,4,jan,33,2,-1,0,unknown,no
49,entrepreneur,divorced,tertiary,no,-104,no,no,cellular,18,feb,22,2,-1,0,unknown,no
37,management,married,secondary,no,172,no,no,cellular,18,may,114,2,-1,1,unknown,no
47,blue-collar,married,unknown,no,-543,yes,no,cellular,1,apr,40,2,1,0,unknown,no
53,blue-collar,single,secondary,no,200,yes,yes,cellular,19,jan,1,1,-1,2,unknown,no
24,management,married,unknown,no,-590,no,no,cellular,14,apr,46,2,-1,0,unknown,no
26,housemaid,married,secondary,no,1861,no,no,unknown,12,jul,253,1,3,1,unknown,yes
29,services,single,tertiary,no,-1050,no,no,cellular,16,aug,76,2,-1,0,failure,no
44,admin.,married,unknown,no,4797,no,no,cellular,19,jun,72,2,5,0,unknown,yes
50,housemaid,married,primary,no,20574,yes,yes,cellular,6,may,344,4,-1,0,unknown,no
39,blue-collar,married,tertiary,no,-494,yes,no,cellular,15,jul,1,2,-1,1,unknown,no
54,technician,married,unknown,no,5453,no,no,unknown,3,jun,186,5,5,0,unknown,no
19,technician,married,secondary,no,-169,yes,no,unknown,25,nov,68,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,-229,yes,no,cellular,5,jul,10,5,1,0,unknown,no
47,retired,divorced,secondary,no,-403,yes,no,unknown,1,jul,184,1,-1,0,unknown,no
42,blue-collar,divorced,tertiary,no,-1050,no,no,unknown,17,jul,654,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,476,no,no,telephone,17,aug,15,4,-1,1,unknown,no
41,self-employed,married,primary,no,465,yes,no,unknown,18,may,1,1,-1,1,unknown,yes
42,technician,single,secondary,no,234,yes,no,unknown,3,may,39,2,1,0,unknown,no
64,blue-collar,married,tertiary,no,3674,no,yes,cellular,18,jul,323,4,-1,7,unknown,no
19,technician,divorced,secondary,no,-584,yes,no,cellular,13,jul,241,2,-1,0,unknown,no
47,admin.,married,secondary,no,-1050,yes,no,unknown,24,may,204,2,-1,1,unknown,no
52,management,married,primary,no,3879,yes,yes,unknown,4,apr,1,2,1,1,unknown,no
35,management,single,secondary,no,550,no,yes,cellular,15,nov,1,2,-1,0,unknown,no
42,blue-collar,married,primary,no,1917,yes,no,cellular,6,oct,1,1,-1,0,failure,no
27,blue-collar,single,secondary,no,174,no,yes,cellular,12,jun,27,7,-1,0,unknown,no
42,admin.,divorced,secondary,no,-111,yes,no,cellular,5,nov,114,2,2,0,unknown,no
45,retired,single,secondary,no,496,no,no,cellular,7,nov,1,5,2,0,unknown,no
37,management,married,primary,no,287,no,no,cellular,27,nov,155,1,3,0,failure,no
32,services,married,secondary,no,10340,no,no,cellular,12,aug,1,5,3,0,unknown,no
18,management,married,unknown,no,416,yes,yes,cellular,6,nov,133,2,-1,3,unknown,no
37,technician,married,unknown,no,8154,no,no,cellular,20,nov,345,2,-1,2,unknown,no
41,technician,married,primary,no,136,no,no,cellular,27,jun,243,1,-1,0,success,no
43,management,married,secondary,no,485,yes,no,telephone,7,jul,1,4,1,0,failure,no
30,services,married,tertiary,no,2391,no,no,cellular,4,aug,72,4,-1,0,unknown,no
50,unemployed,married,secondary,no,-319,yes,no,unknown,7,may,94,3,-1,0,unknown,no
27,blue-collar,married,secondary,no,19986,no,no,unknown,14,jul,1,1,-1,0,unknown,no
44,technician,married,primary,no,73,yes,no,cellular,15,jul,101,1,-1,0,failure,no
36,retired,married,secondary,no,-392,yes,no,unknown,18,jul,189,1,8,0,unknown,no
28,unknown,married,primary,no,9505,no,yes,cellular,23,sep,435,1,2,0,success,no
51,blue-collar,single,secondary,no,-30,yes,no,cellular,4,sep,1,1,3,1,success,no
40,student,divorced,secondary,no,21,yes,no,cellular,22,jan,292,6,1,0,other,no
63,management,married,tertiary,no,-492,no,no,unknown,27,jul,177,2,-1,0,failure,no
28,blue-collar,divorced,secondary,no,230,yes,no,cellular,3,oct,1,2,-1,0,unknown,no
38,blue-collar,married,tertiary,no,4683,no,no,cellular,11,sep,297,2,3,0,unknown,no
40,management,single,tertiary,no,-1050,yes,no,unknown,12,apr,509,2,-1,0,unknown,no
44,student,married,primary,no,3132,yes,no,telephone,5,jun,283,5,-1,0,unknown,no
36,blue-collar,single,secondary,no,19,yes,no,cellular,11,sep,68,1,-1,1,unknown,no
27,technician,married,primary,no,5385,no,no,telephone,9,jul,10,4,-1,0,unknown,no
44,admin.,married,secondary,no,-243,yes,yes,cellular,15,mar,224,2,-1,0,success,no
41,services,divorced,primary,no,84,yes,yes,cellular,28,aug,132,2,-1,0,unknown,yes
55,management,married,unknown,no,-1050,yes,no,telephone,15,may,1,6,146,0,failure,no
44,management,married,secondary,no,-103,yes,no,unknown,1,jun,107,2,-1,0,unknown,yes
54,retired,single,tertiary,no,-668,yes,no,unknown,11,apr,405,2,-1,0,unknown,no
48,entrepreneur,divorced,tertiary,no,-550,no,no,cellular,10,jun,36,2,-1,1,unknown,no
47,student,single,tertiary,no,-601,no,no,telephone,18,sep,1,4,-1,0,failure,no
26,self-employed,married,tertiary,no,1916,no,no,cellular,14,may,99,5,1,0,unknown,no
31,blue-collar,married,tertiary,no,-28,no,no,cellular,27,oct,70,1,-1,0,unknown,no
54,technician,married,secondary,no,1430,no,no,cellular,15,nov,2,2,3,0,unknown,no
18,admin.,divorced,secondary,no,940,no,no,cellular,13,may,69,2,-1,0,failure,no
19,student,divorced,secondary,no,167,yes,no,cellular,5,aug,1,5,1,0,unknown,yes
39,management,married,secondary,no,-265,yes,no,unknown,11,jul,1,2,-1,0,unknown,no
31,technician,married,primary,no,-562,yes,no,cellular,27,jun,315,2,-1,0,unknown,no
45,blue-collar,married,tertiary,no,-544,no,no,unknown,10,may,1,2,-1,1,unknown,yes
40,technician,divorced,secondary,no,278,yes,no,unknown,4,aug,1,1,-1,0,unknown,no
30,housemaid,single,tertiary,no,176,yes,no,telephone,1,aug,17,2,-1,0,failure,no
61,blue-collar,married,primary,no,-471,no,no,cellular,14,jul,511,3,-1,0,failure,no
50,management,married,primary,no,2488,yes,no,cellular,3,may,86,1,2,0,unknown,no
47,management,married,secondary,no,480,no,no,cellular,8,jul,162,2,1,0,unknown,no
47,blue-collar,single,tertiary,no,-784,yes,no,unknown,5,may,369,1,-1,0,unknown,no
53,services,married,tertiary,no,-376,yes,yes,unknown,30,may,235,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,-483,no,no,cellular,20,jul,20,2,0,0,unknown,no
45,services,single,tertiary,no,26,yes,no,cellular,14,jun,57,1,2,0,unknown,yes
48,student,married,tertiary,no,398,no,no,cellular,22,aug,1,2,-1,0,unknown,no
26,student,married,tertiary,no,6510,no,yes,cellular,20,nov,70,1,-1,0,unknown,no
52,technician,divorced,secondary,no,-1050,yes,yes,cellular,13,mar,170,2,-1,7,unknown,no
51,retired,married,secondary,no,3670,yes,no,cellular,14,feb,37,3,6,0,unknown,no
60,housemaid,married,tertiary,no,-578,yes,no,cellular,13,feb,250,4,-1,3,unknown,no
47,technician,single,primary,no,-202,no,no,cellular,11,aug,70,1,-1,0,unknown,no
37,management,single,secondary,no,-28,yes,no,cellular,15,may,1,3,-1,0,unknown,no
32,unemployed,married,secondary,no,-705,yes,no,cellular,16,dec,180,20,-1,1,success,no
63,services,married,tertiary,no,80,no,no,cellular,8,jul,1,2,-1,0,unknown,no
35,blue-collar,married,primary,no,456,no,no,cellular,24,jun,130,5,155,0,unknown,yes
42,student,married,secondary,no,-428,yes,no,cellular,9,jan,1,3,-1,0,unknown,no
29,blue-collar,single,secondary,no,388,yes,no,cellular,19,aug,429,2,-1,0,unknown,no
46,management,married,unknown,no,128,no,no,cellular,26,nov,1,3,5,0,unknown,no
79,housemaid,married,secondary,no,88,yes,no,cellular,1,feb,1,2,-1,0,unknown,no
37,management,married,primary,no,-1050,yes,no,cellular,20,jul,174,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,723,no,no,unknown,28,may,167,2,-1,0,unknown,no
51,services,divorced,tertiary,no,-148,no,no,cellular,8,nov,336,2,-1,0,success,no
28,blue-collar,married,tertiary,no,743,no,no,cellular,8,aug,14,4,-1,0,unknown,no
39,blue-collar,married,secondary,no,-217,yes,yes,telephone,16,sep,557,1,-1,3,unknown,no
40,entrepreneur,single,tertiary,no,-20,no,no,unknown,6,jul,1,1,61,0,failure,no
31,blue-collar,married,tertiary,no,2932,yes,no,unknown,4,jun,1,5,31,0,unknown,no
34,management,married,tertiary,no,223,no,yes,cellular,12,jun,1,2,-1,1,unknown,yes
57,management,married,tertiary,no,146,yes,yes,cellular,16,apr,1,2,1,0,unknown,no
45,services,married,unknown,no,-150,no,no,cellular,4,jul,59,8,4,0,unknown,yes
23,management,divorced,secondary,no,-125,yes,no,cellular,22,sep,127,2,0,0,unknown,no
20,housemaid,married,tertiary,no,7299,no,no,unknown,23,may,57,2,-1,0,failure,no
37,blue-collar,single,primary,no,478,no,no,unknown,13,aug,57,4,-1,0,unknown,no
42,management,divorced,tertiary,no,1003,no,no,cellular,11,may,45,1,3,0,unknown,no
62,management,married,unknown,yes,1642,no,no,cellular,17,jul,236,1,6,0,unknown,no
45,blue-collar,single,tertiary,no,1638,no,no,telephone,17,apr,139,5,27,0,unknown,no
47,blue-collar,single,tertiary,yes,-425,no,no,telephone,7,jul,1,1,0,0,unknown,no
26,management,married,primary,no,17,yes,yes,cellular,18,may,198,1,0,7,success,no
47,services,married,secondary,no,387,yes,yes,cellular,6,mar,1,2,-1,0,other,no
47,admin.,married,tertiary,no,115,no,no,cellular,16,jul,470,2,3,0,unknown,no
50,technician,married,primary,no,489,no,no,cellular,15,jul,755,1,5,0,success,no
53,blue-collar,married,tertiary,no,286,yes,no,telephone,9,nov,84,6,-1,0,unknown,no
28,technician,married,secondary,no,579,no,no,cellular,22,jul,1,3,-1,0,failure,no
61,management,married,secondary,no,3038,yes,yes,unknown,11,may,172,4,-1,0,unknown,no
42,management,divorced,primary,no,2336,no,no,cellular,9,jul,169,4,-1,0,unknown,no
46,admin.,single,tertiary,no,1113,no,no,unknown,5,jun,1,2,-1,0,failure,no
25,management,divorced,secondary,no,75,yes,no,telephone,11,sep,359,5,-1,0,success,no
37,management,married,tertiary,no,363,yes,yes,cellular,11,jun,53,1,1,1,unknown,no
53,retired,single,tertiary,no,103,yes,no,cellular,20,jul,70,2,0,0,unknown,no
27,management,married,secondary,no,2805,yes,no,cellular,11,nov,1,2,-1,1,failure,no
47,management,divorced,tertiary,no,1876,yes,no,cellular,13,may,311,1,1,0,other,no
18,management,married,unknown,no,2980,yes,no,cellular,24,nov,116,3,-1,0,failure,no
48,entrepreneur,married,primary,no,546,yes,no,unknown,23,aug,166,3,-1,0,unknown,yes
31,blue-collar,married,tertiary,no,-162,yes,no,cellular,15,aug,1,1,-1,0,success,no
25,management,married,tertiary,no,8310,yes,yes,cellular,6,may,1,2,-1,0,unknown,yes
52,management,married,tertiary,no,723,no,yes,cellular,30,aug,126,1,99,0,unknown,no
40,management,married,secondary,no,-569,yes,no,cellular,4,may,268,1,-1,0,failure,yes
41,retired,married,tertiary,no,1483,no,no,telephone,7,may,47,2,-1,0,failure,no
33,management,single,secondary,no,97,no,no,telephone,13,mar,1,2,-1,0,unknown,no
50,technician,single,primary,no,8988,yes,no,unknown,21,jun,1,2,-1,1,unknown,no
58,admin.,married,tertiary,no,5883,yes,no,unknown,2,apr,158,2,-1,0,success,no
44,technician,married,secondary,no,-1050,yes,no,cellular,24,jun,7,2,39,0,unknown,no
35,services,married,tertiary,no,5581,yes,no,cellular,9,nov,265,2,-1,0,other,no
32,technician,married,secondary,no,-411,yes,no,cellular,1,apr,579,4,-1,0,success,yes
22,admin.,married,secondary,no,166,no,no,cellular,14,apr,231,2,-1,0,unknown,no
44,management,single,primary,yes,-447,no,no,cellular,29,nov,1,2,-1,0,unknown,no
46,management,single,primary,no,-205,yes,no,cellular,9,aug,1,4,-1,0,failure,no
37,management,married,secondary,no,168,yes,yes,cellular,1,may,1,2,-1,0,unknown,no
20,retired,married,tertiary,no,3394,yes,yes,unknown,5,nov,24,2,-1,0,unknown,no
43,admin.,single,unknown,no,-370,yes,no,cellular,19,jun,505,1,-1,0,unknown,no
37,unknown,married,secondary,no,60,yes,no,unknown,6,may,122,2,-1,0,unknown,no
24,blue-collar,single,tertiary,no,-175,yes,no,cellular,2,aug,94,1,-1,0,unknown,yes
49,admin.,married,secondary,no,-246,yes,no,cellular,14,may,121,3,325,0,unknown,no
54,retired,divorced,secondary,no,434,yes,no,unknown,18,mar,48,2,-1,0,unknown,no
41,technician,divorced,tertiary,no,1266,no,no,cellular,7,jan,184,3,-1,0,unknown,no
40,blue-collar,married,tertiary,no,-442,yes,no,unknown,22,jan,152,1,2,0,unknown,no
45,services,married,secondary,no,4606,yes,no,cellular,13,may,13,2,3,0,unknown,no
40,admin.,married,tertiary,no,-426,yes,yes,telephone,14,may,42,1,2,0,unknown,no
65,management,married,tertiary,no,-155,yes,no,cellular,28,may,81,2,3,0,unknown,no
21,blue-collar,married,tertiary,no,-58,no,no,unknown,14,may,27,5,-1,3,unknown,yes
26,admin.,married,tertiary,no,9011,yes,no,cellular,16,jul,75,1,-1,0,failure,yes
18,management,divorced,tertiary,no,-525,no,no,telephone,13,may,437,2,2,0,unknown,no
40,management,single,secondary,no,1039,yes,yes,cellular,10,aug,229,1,-1,0,unknown,no
54,housemaid,married,tertiary,yes,54,no,no,cellular,22,aug,327,4,128,0,unknown,no
